Identifier,Title,Start date,End date,Number of deaths,Incident_Type,State,number_of_death,Incident Duration,Month_Year,Day_of_Week,Year
IBD026391,"Cult Clash, Benue",2023-02-12,2023-02-12,7,Cult Clash, Benue,7,0,2023-02,Sunday,2023
IBD026378,"Auto Crash, Lagos",2023-02-12,2023-02-12,5,Auto Crash, Lagos,5,0,2023-02,Sunday,2023
IBD026376,"Auto Crash, Lagos",2023-02-12,2023-02-12,1,Auto Crash, Lagos,1,0,2023-02,Sunday,2023
IBD026377,"Auto Crash, Niger",2023-02-12,2023-02-12,7,Auto Crash, Niger,7,0,2023-02,Sunday,2023
IBD026367,"Auto Crash, Ogun",2023-02-12,2023-02-12,1,Auto Crash, Ogun,1,0,2023-02,Sunday,2023
IBD029895,"Rape to Death, Rivers",2023-02-12,2023-02-12,1,Rape to Death, Rivers,1,0,2023-02,Sunday,2023
IBD026389,"Farmers vs Herders, Kogi",2023-02-11,2023-02-11,1,Farmers vs Herders, Kogi,1,0,2023-02,Saturday,2023
IBD026361,"Bandits vs Policemen, Niger",2023-02-11,2023-02-11,6,Bandits vs Policemen, Niger,6,0,2023-02,Saturday,2023
IBD026362,"Political Violence, Lagos",2023-02-11,2023-02-11,1,Political Violence, Lagos,1,0,2023-02,Saturday,2023
IBD026388,"Cult Clash, Lagos",2023-02-11,2023-02-11,2,Cult Clash, Lagos,2,0,2023-02,Saturday,2023
IBD026364,"Soldiers vs Boko Haram, Borno",2023-02-10,2023-02-11,36,Soldiers vs Boko Haram, Borno,36,1,2023-02,Friday,2023
IBD026363,"Political Violence, Jigawa",2023-02-10,2023-02-10,1,Political Violence, Jigawa,1,0,2023-02,Friday,2023
IBD026357,"Gunmen vs Policemen, Anambra",2023-02-10,2023-02-10,3,Gunmen vs Policemen, Anambra,3,0,2023-02,Friday,2023
IBD026864,"Medical Negligence, Lagos",2023-02-10,2023-02-10,1,Medical Negligence, Lagos,1,0,2023-02,Friday,2023
IBD026345,"Cultism, Cross River",2023-02-09,2023-02-09,1,Cultism, Cross River,1,0,2023-02,Thursday,2023
IBD026349,"Rape, Benue",2023-02-09,2023-02-09,1,Rape, Benue,1,0,2023-02,Thursday,2023
IBD026358,"Army vs Bandits, Kaduna",2023-02-09,2023-02-10,4,Army vs Bandits, Kaduna,4,1,2023-02,Thursday,2023
IBD026347,"Communal Clash, Ebonyi",2023-02-09,2023-02-09,1,Communal Clash, Ebonyi,1,0,2023-02,Thursday,2023
IBD026354,"Police vs Armed Robber, Gombe",2023-02-09,2023-02-09,1,Police vs Armed Robber, Gombe,1,0,2023-02,Thursday,2023
IBD026360,"Kidnappers vs Farmer, Ondo",2023-02-09,2023-02-09,1,Kidnappers vs Farmer, Ondo,1,0,2023-02,Thursday,2023
IBD026355,"Herdsmen Attack, Benue",2023-02-09,2023-02-09,4,Herdsmen Attack, Benue,4,0,2023-02,Thursday,2023
IBD026359,"Student Dies, Lagos",2023-02-09,2023-02-09,1,Student Dies, Lagos,1,0,2023-02,Thursday,2023
IBD026346,"Soldier vs Man, Lagos",2023-02-09,2023-02-09,1,Soldier vs Man, Lagos,1,0,2023-02,Thursday,2023
IBD026351,"Auto Crash, Ogun",2023-02-09,2023-02-09,1,Auto Crash, Ogun,1,0,2023-02,Thursday,2023
IBD026369,"Gunmen Kill Student, FCT (Abuja)",2023-02-09,2023-02-09,1,Gunmen Kill Student, FCT (Abuja),1,0,2023-02,Thursday,2023
IBD026348,"Gunmen vs Soldiers, Delta",2023-02-09,2023-02-09,6,Gunmen vs Soldiers, Delta,6,0,2023-02,Thursday,2023
IBD026350,"Cult Clash, Benue",2023-02-08,2023-02-09,3,Cult Clash, Benue,3,1,2023-02,Wednesday,2023
IBD026416,"Woman Dies, Nasarawa",2023-02-08,2023-02-08,1,Woman Dies, Nasarawa,1,0,2023-02,Wednesday,2023
IBD026585,"Assailants vs Man, Lagos",2023-02-08,2023-02-08,1,Assailants vs Man, Lagos,1,0,2023-02,Wednesday,2023
IBD026340,"Gunmen Attack, Kaduna",2023-02-07,2023-02-07,2,Gunmen Attack, Kaduna,2,0,2023-02,Tuesday,2023
IBD026365,"Woman Dies, Kaduna",2023-02-07,2023-02-07,1,Woman Dies, Kaduna,1,0,2023-02,Tuesday,2023
IBD026334,"Cultists vs Lecturer, Anambra",2023-02-07,2023-02-07,1,Cultists vs Lecturer, Anambra,1,0,2023-02,Tuesday,2023
IBD026352,"Market Crisis, Bauchi",2023-02-07,2023-02-07,1,Market Crisis, Bauchi,1,0,2023-02,Tuesday,2023
IBD026337,"Herdsmen Attack, Enugu",2023-02-07,2023-02-07,1,Herdsmen Attack, Enugu,1,0,2023-02,Tuesday,2023
IBD026371,"Man vs Bus Driver, Lagos",2023-02-07,2023-02-07,1,Man vs Bus Driver, Lagos,1,0,2023-02,Tuesday,2023
IBD026344,"Political Violence, Ogun",2023-02-07,2023-02-07,1,Political Violence, Ogun,1,0,2023-02,Tuesday,2023
IBD026335,"Auto Crash, Niger",2023-02-06,2023-02-06,1,Auto Crash, Niger,1,0,2023-02,Monday,2023
IBD026341,"Auto Crash, Delta",2023-02-06,2023-02-06,2,Auto Crash, Delta,2,0,2023-02,Monday,2023
IBD026338,"Auto Crash, Yobe",2023-02-06,2023-02-06,3,Auto Crash, Yobe,3,0,2023-02,Monday,2023
IBD026326,"Corpse, Lagos",2023-02-06,2023-02-06,1,Corpse, Lagos,1,0,2023-02,Monday,2023
IBD026562,"Security Guard vs House Help, Lagos",2023-02-06,2023-02-06,1,Security Guard vs House Help, Lagos,1,0,2023-02,Monday,2023
IBD026332,"Communal Clash, Anambra",2023-02-06,2023-02-06,7,Communal Clash, Anambra,7,0,2023-02,Monday,2023
IBD026329,"Political Violence, Ebonyi",2023-02-06,2023-02-06,1,Political Violence, Ebonyi,1,0,2023-02,Monday,2023
IBD026328,"Shooting, Plateau",2023-02-05,2023-02-05,4,Shooting, Plateau,4,0,2023-02,Sunday,2023
IBD026336,"Soldiers vs Man, Kaduna",2023-02-05,2023-02-05,1,Soldiers vs Man, Kaduna,1,0,2023-02,Sunday,2023
IBD026339,"Auto Crash, Kwara",2023-02-04,2023-02-04,1,Auto Crash, Kwara,1,0,2023-02,Saturday,2023
IBD026316,"Herdsmen Attack, Ondo",2023-02-04,2023-02-04,7,Herdsmen Attack, Ondo,7,0,2023-02,Saturday,2023
IBD026319,"Ship Accident, Lagos",2023-02-04,2023-02-04,6,Ship Accident, Lagos,6,0,2023-02,Saturday,2023
IBD026320,"Political Violence, Oyo",2023-02-04,2023-02-04,2,Political Violence, Oyo,2,0,2023-02,Saturday,2023
IBD026722,"Lady Found Dead, Ogun",2023-02-04,2023-02-04,1,Lady Found Dead, Ogun,1,0,2023-02,Saturday,2023
IBD026311,"Decomposed Corps, Taraba",2023-02-03,2023-02-03,7,Decomposed Corps, Taraba,7,0,2023-02,Friday,2023
IBD026323,"Auto Crash, Lagos",2023-02-03,2023-02-03,1,Auto Crash, Lagos,1,0,2023-02,Friday,2023
IBD026324,"Political Violence, Cross River",2023-02-03,2023-02-03,3,Political Violence, Cross River,3,0,2023-02,Friday,2023
IBD026318,"Building Collapse, Rivers",2023-02-03,2023-02-03,3,Building Collapse, Rivers,3,0,2023-02,Friday,2023
IBD026342,"Found Dead, Delta",2023-02-03,2023-02-03,1,Found Dead, Delta,1,0,2023-02,Friday,2023
IBD026313,"Auto Crash, Ogun",2023-02-03,2023-02-03,1,Auto Crash, Ogun,1,0,2023-02,Friday,2023
IBD026322,"Auto Crash, Rivers",2023-02-03,2023-02-03,9,Auto Crash, Rivers,9,0,2023-02,Friday,2023
IBD026315,"Gunmen Attack, Kaduna",2023-02-03,2023-02-03,2,Gunmen Attack, Kaduna,2,0,2023-02,Friday,2023
IBD026321,"Gunmen vs Security Operatives, Anambra",2023-02-03,2023-02-03,3,Gunmen vs Security Operatives, Anambra,3,0,2023-02,Friday,2023
IBD026543,"Men vs Brothers, Oyo",2023-02-03,2023-02-03,2,Men vs Brothers, Oyo,2,0,2023-02,Friday,2023
IBD026325,"Gunmen vs Judge, Imo",2023-02-02,2023-02-02,1,Gunmen vs Judge, Imo,1,0,2023-02,Thursday,2023
IBD026314,"Gunmen vs Governorship Candidate, Ebonyi",2023-02-02,2023-02-02,1,Gunmen vs Governorship Candidate, Ebonyi,1,0,2023-02,Thursday,2023
IBD026327,"Car Thief, Lagos",2023-02-02,2023-02-02,1,Car Thief, Lagos,1,0,2023-02,Thursday,2023
IBD026330,"Herdsmen vs Soldiers, Benue",2023-02-02,2023-02-04,4,Herdsmen vs Soldiers, Benue,4,2,2023-02,Thursday,2023
IBD026309,"Cult Killing, Anambra",2023-02-02,2023-02-02,1,Cult Killing, Anambra,1,0,2023-02,Thursday,2023
IBD026305,"Gunmen Attack, Anambra",2023-02-01,2023-02-01,1,Gunmen Attack, Anambra,1,0,2023-02,Wednesday,2023
IBD026303,"Inferno, Kaduna",2023-02-01,2023-02-01,3,Inferno, Kaduna,3,0,2023-02,Wednesday,2023
IBD026317,"Banditry, Katsina",2023-02-01,2023-02-03,79,Banditry, Katsina,79,2,2023-02,Wednesday,2023
IBD026312,"Bandits vs Vigilante, Katsina",2023-02-01,2023-02-02,53,Bandits vs Vigilante, Katsina,53,1,2023-02,Wednesday,2023
IBD026307,"Building Collapse, FCT (Abuja)",2023-02-01,2023-02-01,3,Building Collapse, FCT (Abuja),3,0,2023-02,Wednesday,2023
IBD026343,"Medical Negligence, Lagos",2023-02-01,2023-02-01,1,Medical Negligence, Lagos,1,0,2023-02,Wednesday,2023
IBD026836,"Auto Crash, Gombe",2023-02-01,2023-02-01,24,Auto Crash, Gombe,24,0,2023-02,Wednesday,2023
IBD018315,"Son vs Father, Ekiti",2023-02-01,2023-02-01,1,Son vs Father, Ekiti,1,0,2023-02,Wednesday,2023
IBD025875,"Gunmen vs Community Leader, Plateau",2023-01-31,2023-01-31,1,Gunmen vs Community Leader, Plateau,1,0,2023-01,Tuesday,2023
IBD026294,"Auto Crash, Lagos",2023-01-31,2023-01-31,2,Auto Crash, Lagos,2,0,2023-01,Tuesday,2023
IBD026293,"Herdsmen Attack, Benue",2023-01-31,2023-01-31,2,Herdsmen Attack, Benue,2,0,2023-01,Tuesday,2023
IBD026306,"Political Violence, Oyo",2023-01-31,2023-01-31,2,Political Violence, Oyo,2,0,2023-01,Tuesday,2023
IBD026353,"Auto Crash, Rivers",2023-01-31,2023-01-31,1,Auto Crash, Rivers,1,0,2023-01,Tuesday,2023
IBD026300,"Political Stampede, Sokoto",2023-01-31,2023-01-31,2,Political Stampede, Sokoto,2,0,2023-01,Tuesday,2023
IBD026297,"Tanker Explosion, Ogun",2023-01-31,2023-01-31,1,Tanker Explosion, Ogun,1,0,2023-01,Tuesday,2023
IBD026295,"Political Violence, Bauchi",2023-01-30,2023-01-30,1,Political Violence, Bauchi,1,0,2023-01,Monday,2023
IBD026304,"Banditry, Niger",2023-01-30,2023-01-30,1,Banditry, Niger,1,0,2023-01,Monday,2023
IBD026287,"Found Dead, Anambra",2023-01-30,2023-01-30,1,Found Dead, Anambra,1,0,2023-01,Monday,2023
IBD026302,"Herders vs Women, Benue",2023-01-30,2023-01-30,3,Herders vs Women, Benue,3,0,2023-01,Monday,2023
IBD026477,"Driver vs Passenger, Lagos",2023-01-30,2023-01-30,1,Driver vs Passenger, Lagos,1,0,2023-01,Monday,2023
IBD026301,"Herdsmen vs Children, Benue",2023-01-30,2023-01-30,2,Herdsmen vs Children, Benue,2,0,2023-01,Monday,2023
IBD026288,"Police vs Robbers, Delta",2023-01-29,2023-01-29,2,Police vs Robbers, Delta,2,0,2023-01,Sunday,2023
IBD026281,"Gunmen vs Police, Ebonyi",2023-01-29,2023-01-29,3,Gunmen vs Police, Ebonyi,3,0,2023-01,Sunday,2023
IBD026279,"Auto Crash, Ondo",2023-01-29,2023-01-29,11,Auto Crash, Ondo,11,0,2023-01,Sunday,2023
IBD026280,"Auto Crash, Lagos",2023-01-29,2023-01-29,9,Auto Crash, Lagos,9,0,2023-01,Sunday,2023
IBD026290,"Mysterious Death, Rivers",2023-01-29,2023-01-29,5,Mysterious Death, Rivers,5,0,2023-01,Sunday,2023
IBD026296,"Herdsmen Attack, Benue",2023-01-29,2023-01-30,2,Herdsmen Attack, Benue,2,1,2023-01,Sunday,2023
IBD026298,"Herdsmen Attack, Benue",2023-01-29,2023-01-29,2,Herdsmen Attack, Benue,2,0,2023-01,Sunday,2023
IBD026333,"Man vs Brother, Lagos",2023-01-29,2023-01-29,1,Man vs Brother, Lagos,1,0,2023-01,Sunday,2023
IBD026282,"Gunmen vs Soldiers, Enugu",2023-01-28,2023-01-28,2,Gunmen vs Soldiers, Enugu,2,0,2023-01,Saturday,2023
IBD026276,"Mine Collapse, Plateau",2023-01-28,2023-01-28,5,Mine Collapse, Plateau,5,0,2023-01,Saturday,2023
IBD026299,"Herdsmen Attack, Benue",2023-01-28,2023-01-28,1,Herdsmen Attack, Benue,1,0,2023-01,Saturday,2023
IBD026278,"Police vs Robber, FCT (Abuja)",2023-01-28,2023-01-28,1,Police vs Robber, FCT (Abuja),1,0,2023-01,Saturday,2023
IBD026283,"Auto Crash, Bauchi",2023-01-28,2023-01-28,2,Auto Crash, Bauchi,2,0,2023-01,Saturday,2023
IBD026284,"Army vs Boko Haram, Borno",2023-01-28,2023-01-28,32,Army vs Boko Haram, Borno,32,0,2023-01,Saturday,2023
IBD026285,"Medical Negligence, Cross River",2023-01-28,2023-01-28,1,Medical Negligence, Cross River,1,0,2023-01,Saturday,2023
IBD026277,"Gunmen Attack, Imo",2023-01-28,2023-01-28,2,Gunmen Attack, Imo,2,0,2023-01,Saturday,2023
IBD026289,"Man vs Colleague, Ebonyi",2023-01-28,2023-01-28,1,Man vs Colleague, Ebonyi,1,0,2023-01,Saturday,2023
IBD026292,"Banditry, Sokoto",2023-01-27,2023-01-27,2,Banditry, Sokoto,2,0,2023-01,Friday,2023
IBD026286,"Gunmen vs Vigilante, Ebonyi",2023-01-27,2023-01-27,2,Gunmen vs Vigilante, Ebonyi,2,0,2023-01,Friday,2023
IBD026267,"Cult Clash, Lagos",2023-01-27,2023-01-27,2,Cult Clash, Lagos,2,0,2023-01,Friday,2023
IBD026269,"Bandits vs Miners, Kaduna",2023-01-26,2023-01-26,5,Bandits vs Miners, Kaduna,5,0,2023-01,Thursday,2023
IBD026270,"Auto Crash, Kogi",2023-01-26,2023-01-26,1,Auto Crash, Kogi,1,0,2023-01,Thursday,2023
IBD026274,"Auto Crash, Bauchi",2023-01-26,2023-01-26,2,Auto Crash, Bauchi,2,0,2023-01,Thursday,2023
IBD026272,"Auto Crash, Niger",2023-01-26,2023-01-26,7,Auto Crash, Niger,7,0,2023-01,Thursday,2023
IBD026264,"Bandits Kill 2, Niger",2023-01-25,2023-01-25,2,Bandits Kill 2, Niger,2,0,2023-01,Wednesday,2023
IBD026262,"Gunmen vs Policemen, Imo",2023-01-25,2023-01-25,2,Gunmen vs Policemen, Imo,2,0,2023-01,Wednesday,2023
IBD026268,"Bandits vs Miners, Niger",2023-01-25,2023-01-25,6,Bandits vs Miners, Niger,6,0,2023-01,Wednesday,2023
IBD026254,"Auto Crash, Ondo",2023-01-25,2023-01-25,2,Auto Crash, Ondo,2,0,2023-01,Wednesday,2023
IBD026259,"NAF vs Herders, Nasarawa",2023-01-24,2023-01-24,49,NAF vs Herders, Nasarawa,49,0,2023-01,Tuesday,2023
IBD026257,"Man vs In-law, Delta",2023-01-24,2023-01-24,1,Man vs In-law, Delta,1,0,2023-01,Tuesday,2023
IBD026256,"Domestic Violence, Bayelsa",2023-01-24,2023-01-24,1,Domestic Violence, Bayelsa,1,0,2023-01,Tuesday,2023
IBD026252,"NAF vs Vigilantes, Niger",2023-01-24,2023-01-24,24,NAF vs Vigilantes, Niger,24,0,2023-01,Tuesday,2023
IBD026266,"Gunmen vs Police Officer, Imo",2023-01-24,2023-01-24,1,Gunmen vs Police Officer, Imo,1,0,2023-01,Tuesday,2023
IBD026260,"Political Killing, Imo",2023-01-24,2023-01-24,1,Political Killing, Imo,1,0,2023-01,Tuesday,2023
IBD026370,"Gunmen Kill Man, Lagos",2023-01-24,2023-01-24,2,Gunmen Kill Man, Lagos,2,0,2023-01,Tuesday,2023
IBD026261,"Political Violence, Jigawa",2023-01-24,2023-01-24,1,Political Violence, Jigawa,1,0,2023-01,Tuesday,2023
IBD026255,"Medical Negligence, Rivers",2023-01-23,2023-01-23,1,Medical Negligence, Rivers,1,0,2023-01,Monday,2023
IBD026263,"Woman vs Step-son, Benue",2023-01-23,2023-01-23,1,Woman vs Step-son, Benue,1,0,2023-01,Monday,2023
IBD026248,"Army vs Bandit, Kaduna",2023-01-23,2023-01-23,1,Army vs Bandit, Kaduna,1,0,2023-01,Monday,2023
IBD026249,"Army vs ISWAP, Borno",2023-01-23,2023-01-24,29,Army vs ISWAP, Borno,29,1,2023-01,Monday,2023
IBD026251,"Driver Drowns, Lagos",2023-01-23,2023-01-23,1,Driver Drowns, Lagos,1,0,2023-01,Monday,2023
IBD026373,"Found Dead, Lagos",2023-01-23,2023-01-23,6,Found Dead, Lagos,6,0,2023-01,Monday,2023
IBD026245,"Herdsmen Attack, Delta",2023-01-23,2023-01-23,2,Herdsmen Attack, Delta,2,0,2023-01,Monday,2023
IBD026382,"Army vs Kidnappers, Kaduna",2023-01-23,2023-01-23,3,Army vs Kidnappers, Kaduna,3,0,2023-01,Monday,2023
IBD026622,"Hoodlums vs Man, Ebonyi",2023-01-23,2023-01-23,1,Hoodlums vs Man, Ebonyi,1,0,2023-01,Monday,2023
IBD026250,"Ritual Killing, Kaduna",2023-01-23,2023-01-23,1,Ritual Killing, Kaduna,1,0,2023-01,Monday,2023
IBD026247,"Army vs Bandits, Kaduna",2023-01-23,2023-01-23,2,Army vs Bandits, Kaduna,2,0,2023-01,Monday,2023
IBD026237,"Auto Crash, Lagos",2023-01-23,2023-01-23,2,Auto Crash, Lagos,2,0,2023-01,Monday,2023
IBD026244,"Security Operatives vs Bandits, Niger",2023-01-23,2023-01-23,37,Security Operatives vs Bandits, Niger,37,0,2023-01,Monday,2023
IBD026238,"Gunmen Attack, Imo",2023-01-22,2023-01-22,1,Gunmen Attack, Imo,1,0,2023-01,Sunday,2023
IBD026275,"Mob vs Gunman, Delta",2023-01-22,2023-01-22,1,Mob vs Gunman, Delta,1,0,2023-01,Sunday,2023
IBD026372,"Found Dead, Lagos",2023-01-22,2023-01-22,5,Found Dead, Lagos,5,0,2023-01,Sunday,2023
IBD028004,"Domestic Violence, Ogun",2023-01-22,2023-01-22,1,Domestic Violence, Ogun,1,0,2023-01,Sunday,2023
IBD026253,"Robbers vs Man, Lagos",2023-01-22,2023-01-22,1,Robbers vs Man, Lagos,1,0,2023-01,Sunday,2023
IBD026239,"Police vs Kidnappers, Kwara",2023-01-22,2023-01-22,3,Police vs Kidnappers, Kwara,3,0,2023-01,Sunday,2023
IBD026243,"Hoodlums Kill 2, Anambra",2023-01-22,2023-01-22,2,Hoodlums Kill 2, Anambra,2,0,2023-01,Sunday,2023
IBD026231,"2 Die Inside Pit, Kano",2023-01-21,2023-01-21,2,2 Die Inside Pit, Kano,2,0,2023-01,Saturday,2023
IBD026236,"Police vs Kidnappers, Adamawa",2023-01-21,2023-01-21,1,Police vs Kidnappers, Adamawa,1,0,2023-01,Saturday,2023
IBD026233,"Gunmen Kill 4, Bauchi",2023-01-21,2023-01-21,5,Gunmen Kill 4, Bauchi,5,0,2023-01,Saturday,2023
IBD026234,"Auto Crash, Bayelsa",2023-01-21,2023-01-21,1,Auto Crash, Bayelsa,1,0,2023-01,Saturday,2023
IBD026246,"Police vs Kidnappers, Plateau",2023-01-20,2023-01-20,1,Police vs Kidnappers, Plateau,1,0,2023-01,Friday,2023
IBD026227,"Land Grabbers vs Commercial Motorcyclist, Osun",2023-01-20,2023-01-20,1,Land Grabbers vs Commercial Motorcyclist, Osun,1,0,2023-01,Friday,2023
IBD026232,"Bandits vs Councillor, Niger",2023-01-20,2023-01-20,1,Bandits vs Councillor, Niger,1,0,2023-01,Friday,2023
IBD026222,"Cult Clash, Osun",2023-01-20,2023-01-20,2,Cult Clash, Osun,2,0,2023-01,Friday,2023
IBD026228,"Gunmen vs Ebubeagu Commander, Ebonyi",2023-01-20,2023-01-20,1,Gunmen vs Ebubeagu Commander, Ebonyi,1,0,2023-01,Friday,2023
IBD026241,"Assailants vs Man, Kogi",2023-01-20,2023-01-20,1,Assailants vs Man, Kogi,1,0,2023-01,Friday,2023
IBD026798,"Mysterious Deaths, Enugu",2023-01-20,2023-01-26,4,Mysterious Deaths, Enugu,4,6,2023-01,Friday,2023
IBD026225,"Political Violence, Edo",2023-01-20,2023-01-20,1,Political Violence, Edo,1,0,2023-01,Friday,2023
IBD026229,"Gunmen vs Party Members, Ebonyi",2023-01-20,2023-01-20,2,Gunmen vs Party Members, Ebonyi,2,0,2023-01,Friday,2023
IBD026226,"Vigilante vs Colleague, Edo",2023-01-19,2023-01-19,1,Vigilante vs Colleague, Edo,1,0,2023-01,Thursday,2023
IBD026235,"Police vs Man, Kano",2023-01-19,2023-01-19,1,Police vs Man, Kano,1,0,2023-01,Thursday,2023
IBD026220,"Fulani Herdsmen Attack, Benue",2023-01-19,2023-01-19,9,Fulani Herdsmen Attack, Benue,9,0,2023-01,Thursday,2023
IBD026211,"Police vs Gunmen, Imo",2023-01-18,2023-01-18,3,Police vs Gunmen, Imo,3,0,2023-01,Wednesday,2023
IBD026223,"Fulani Herdsmen Attack, Edo",2023-01-18,2023-01-18,3,Fulani Herdsmen Attack, Edo,3,0,2023-01,Wednesday,2023
IBD026209,"Building Collapse, Lagos",2023-01-18,2023-01-18,1,Building Collapse, Lagos,1,0,2023-01,Wednesday,2023
IBD026203,"Auto Crash, Ondo",2023-01-18,2023-01-18,4,Auto Crash, Ondo,4,0,2023-01,Wednesday,2023
IBD026219,"Army vs Bandits, Zamfara",2023-01-18,2023-01-18,5,Army vs Bandits, Zamfara,5,0,2023-01,Wednesday,2023
IBD026368,"Gunmen Attack, Lagos",2023-01-18,2023-01-18,1,Gunmen Attack, Lagos,1,0,2023-01,Wednesday,2023
IBD026214,"Police Kill Kidnapper, Delta",2023-01-18,2023-01-18,1,Police Kill Kidnapper, Delta,1,0,2023-01,Wednesday,2023
IBD026205,"Auto Crash, Plateau",2023-01-17,2023-01-17,1,Auto Crash, Plateau,1,0,2023-01,Tuesday,2023
IBD026204,"Man Murdered, Rivers",2023-01-17,2023-01-17,1,Man Murdered, Rivers,1,0,2023-01,Tuesday,2023
IBD026212,"Gunmen vs Vigilantes, Kaduna",2023-01-17,2023-01-17,6,Gunmen vs Vigilantes, Kaduna,6,0,2023-01,Tuesday,2023
IBD026196,"Bandits Kill 3, Katsina",2023-01-17,2023-01-17,3,Bandits Kill 3, Katsina,3,0,2023-01,Tuesday,2023
IBD026193,"Police vs Protester, Niger",2023-01-17,2023-01-17,1,Police vs Protester, Niger,1,0,2023-01,Tuesday,2023
IBD026218,"Army vs Bandits, Kebbi",2023-01-17,2023-01-17,5,Army vs Bandits, Kebbi,5,0,2023-01,Tuesday,2023
IBD026199,"Cultists vs Policeman, Abia",2023-01-17,2023-01-17,3,Cultists vs Policeman, Abia,3,0,2023-01,Tuesday,2023
IBD026217,"Army vs Bandits, Katsina",2023-01-17,2023-01-18,3,Army vs Bandits, Katsina,3,1,2023-01,Tuesday,2023
IBD026200,"Police vs Traders, Lagos",2023-01-17,2023-01-17,1,Police vs Traders, Lagos,1,0,2023-01,Tuesday,2023
IBD026379,"Troops vs Bandits, Niger",2023-01-17,2023-01-17,40,Troops vs Bandits, Niger,40,0,2023-01,Tuesday,2023
IBD026207,"Herdsmen Attack, Ondo",2023-01-17,2023-01-17,3,Herdsmen Attack, Ondo,3,0,2023-01,Tuesday,2023
IBD026197,"Mob vs Thief, Delta",2023-01-16,2023-01-16,1,Mob vs Thief, Delta,1,0,2023-01,Monday,2023
IBD026202,"Food Poisoning, Lagos",2023-01-16,2023-01-16,1,Food Poisoning, Lagos,1,0,2023-01,Monday,2023
IBD026201,"Army vs Bandits, Sokoto",2023-01-16,2023-01-16,20,Army vs Bandits, Sokoto,20,0,2023-01,Monday,2023
IBD026213,"Police vs Kidnapper, Delta",2023-01-16,2023-01-16,1,Police vs Kidnapper, Delta,1,0,2023-01,Monday,2023
IBD026383,"Army vs Boko Haram, Borno",2023-01-16,2023-01-16,20,Army vs Boko Haram, Borno,20,0,2023-01,Monday,2023
IBD026198,"Army vs Bandits, Kaduna",2023-01-16,2023-01-16,2,Army vs Bandits, Kaduna,2,0,2023-01,Monday,2023
IBD026210,"Police vs Armed Robbers, Delta",2023-01-16,2023-01-16,2,Police vs Armed Robbers, Delta,2,0,2023-01,Monday,2023
IBD026180,"Auto Crash, Lagos",2023-01-15,2023-01-15,1,Auto Crash, Lagos,1,0,2023-01,Sunday,2023
IBD026168,"Gunmen Attack INEC Office, Enugu",2023-01-15,2023-01-15,1,Gunmen Attack INEC Office, Enugu,1,0,2023-01,Sunday,2023
IBD026185,"Auto Crash, Kebbi",2023-01-15,2023-01-15,18,Auto Crash, Kebbi,18,0,2023-01,Sunday,2023
IBD026206,"Cult Clash, Edo",2023-01-15,2023-01-15,4,Cult Clash, Edo,4,0,2023-01,Sunday,2023
IBD026208,"Auto Crash, Ebonyi",2023-01-15,2023-01-15,1,Auto Crash, Ebonyi,1,0,2023-01,Sunday,2023
IBD026173,"Bandits vs Priest, Niger",2023-01-15,2023-01-15,1,Bandits vs Priest, Niger,1,0,2023-01,Sunday,2023
IBD026810,"Kidnap Victim, Lagos",2023-01-15,2023-01-15,1,Kidnap Victim, Lagos,1,0,2023-01,Sunday,2023
IBD026175,"Auto Crash, FCT (Abuja)",2023-01-15,2023-01-15,6,Auto Crash, FCT (Abuja),6,0,2023-01,Sunday,2023
IBD026380,"Army vs Boko Haram, Borno",2023-01-14,2023-01-14,10,Army vs Boko Haram, Borno,10,0,2023-01,Saturday,2023
IBD026184,"Electrocution, Enugu",2023-01-14,2023-01-14,1,Electrocution, Enugu,1,0,2023-01,Saturday,2023
IBD026216,"Robbers vs Man, Kogi",2023-01-14,2023-01-14,1,Robbers vs Man, Kogi,1,0,2023-01,Saturday,2023
IBD026176,"Auto Crash, Plateau",2023-01-14,2023-01-14,2,Auto Crash, Plateau,2,0,2023-01,Saturday,2023
IBD026178,"Gunmen vs Vigilante, Kwara",2023-01-14,2023-01-14,2,Gunmen vs Vigilante, Kwara,2,0,2023-01,Saturday,2023
IBD026181,"Man vs Mother, Delta",2023-01-14,2023-01-14,1,Man vs Mother, Delta,1,0,2023-01,Saturday,2023
IBD026174,"Youths vs Village Head, Niger",2023-01-14,2023-01-14,1,Youths vs Village Head, Niger,1,0,2023-01,Saturday,2023
IBD026177,"Assailants vs Woman, Ondo",2023-01-14,2023-01-14,1,Assailants vs Woman, Ondo,1,0,2023-01,Saturday,2023
IBD026224,"Drug Abuse, Lagos",2023-01-14,2023-01-14,1,Drug Abuse, Lagos,1,0,2023-01,Saturday,2023
IBD026179,"Domestic Violence, Rivers",2023-01-14,2023-01-14,1,Domestic Violence, Rivers,1,0,2023-01,Saturday,2023
IBD026166,"Auto Crash, Plateau",2023-01-14,2023-01-14,12,Auto Crash, Plateau,12,0,2023-01,Saturday,2023
IBD026172,"Police vs Bandits, Kaduna",2023-01-14,2023-01-14,1,Police vs Bandits, Kaduna,1,0,2023-01,Saturday,2023
IBD026164,"Auto Crash, Bauchi",2023-01-14,2023-01-14,5,Auto Crash, Bauchi,5,0,2023-01,Saturday,2023
IBD026167,"Gunmen vs Policeman, Imo",2023-01-14,2023-01-14,1,Gunmen vs Policeman, Imo,1,0,2023-01,Saturday,2023
