Identifier,Title,Start date,End date,Number of deaths,Incident_Type,State,number_of_death,Incident Duration,Month_Year,Day_of_Week,Year
IBD030266,"Bandits Attack, Kaduna",2024-07-16,2024-07-16,1,Bandits Attack, Kaduna,1,0,2024-07,Tuesday,2024
IBD030301,"Banditry, Zamfara",2024-07-16,2024-07-16,11,Banditry, Zamfara,11,0,2024-07,Tuesday,2024
IBD030265,"Bandits vs Chief, Kaduna",2024-07-16,2024-07-16,1,Bandits vs Chief, Kaduna,1,0,2024-07,Tuesday,2024
IBD030261,"Motorcyclist, Delta",2024-07-16,2024-07-16,1,Motorcyclist, Delta,1,0,2024-07,Tuesday,2024
IBD030275,"Brothers Drown, FCT (Abuja)",2024-07-16,2024-07-16,1,Brothers Drown, FCT (Abuja),1,0,2024-07,Tuesday,2024
IBD030254,"Inferno In The Hotel, Edo",2024-07-16,2024-07-16,3,Inferno In The Hotel, Edo,3,0,2024-07,Tuesday,2024
IBD030603,"Electrocution, Kwara",2024-07-16,2024-07-16,1,Electrocution, Kwara,1,0,2024-07,Tuesday,2024
IBD030433,"Cult Clash, Osun",2024-07-15,2024-07-15,8,Cult Clash, Osun,8,0,2024-07,Monday,2024
IBD030257,"Herdsmen vs Rustler, FCT (Abuja)",2024-07-15,2024-07-15,1,Herdsmen vs Rustler, FCT (Abuja),1,0,2024-07,Monday,2024
IBD030279,"Assailant Kill 2, Osun",2024-07-15,2024-07-15,2,Assailant Kill 2, Osun,2,0,2024-07,Monday,2024
IBD030256,"Gunmen vs Farmer, Kaduna",2024-07-15,2024-07-15,1,Gunmen vs Farmer, Kaduna,1,0,2024-07,Monday,2024
IBD030300,"Banditry, Zamfara",2024-07-15,2024-07-15,10,Banditry, Zamfara,10,0,2024-07,Monday,2024
IBD030258,"Youths vs Students, Bayelsa",2024-07-15,2024-07-15,1,Youths vs Students, Bayelsa,1,0,2024-07,Monday,2024
IBD030252,"Auto Crash, Jigawa",2024-07-15,2024-07-15,14,Auto Crash, Jigawa,14,0,2024-07,Monday,2024
IBD030223,"Cult Clash, Edo",2024-07-15,2024-07-15,1,Cult Clash, Edo,1,0,2024-07,Monday,2024
IBD030259,"Assailants vs Activist, Edo",2024-07-14,2024-07-14,1,Assailants vs Activist, Edo,1,0,2024-07,Sunday,2024
IBD030247,"Herders Attack, Benue",2024-07-14,2024-07-14,11,Herders Attack, Benue,11,0,2024-07,Sunday,2024
IBD030249,"Auto Crash, FCT (Abuja)",2024-07-14,2024-07-14,2,Auto Crash, FCT (Abuja),2,0,2024-07,Sunday,2024
IBD030251,"Banditry, Zamfara",2024-07-14,2024-07-14,13,Banditry, Zamfara,13,0,2024-07,Sunday,2024
IBD030264,"Piracy, Rivers (Offshore)",2024-07-14,2024-07-14,1,Piracy, Rivers (Offshore),1,0,2024-07,Sunday,2024
IBD030248,"Herders Attack, Benue",2024-07-14,2024-07-14,1,Herders Attack, Benue,1,0,2024-07,Sunday,2024
IBD030245,"Man vs Neighbour's Wife, Edo",2024-07-13,2024-07-13,1,Man vs Neighbour's Wife, Edo,1,0,2024-07,Saturday,2024
IBD030298,"Banditry, Zamfara",2024-07-13,2024-07-13,1,Banditry, Zamfara,1,0,2024-07,Saturday,2024
IBD030243,"Robbers vs Police, FCT (Abuja)",2024-07-13,2024-07-13,1,Robbers vs Police, FCT (Abuja),1,0,2024-07,Saturday,2024
IBD030244,"Maize Farmer, Ogun",2024-07-13,2024-07-13,1,Maize Farmer, Ogun,1,0,2024-07,Saturday,2024
IBD030238,"Kidnap Victims, Anambra",2024-07-13,2024-07-13,1,Kidnap Victims, Anambra,1,0,2024-07,Saturday,2024
IBD030246,"Auto Crash, Ogun",2024-07-13,2024-07-13,2,Auto Crash, Ogun,2,0,2024-07,Saturday,2024
IBD030263,"Hoodlums vs NDLEA Official, FCT (Abuja)",2024-07-13,2024-07-13,1,Hoodlums vs NDLEA Official, FCT (Abuja),1,0,2024-07,Saturday,2024
IBD030220,"Smugglers vs Customs Officer, Jigawa",2024-07-12,2024-07-12,1,Smugglers vs Customs Officer, Jigawa,1,0,2024-07,Friday,2024
IBD030233,"NAF VS Terrorists, Kaduna",2024-07-12,2024-07-12,20,NAF VS Terrorists, Kaduna,20,0,2024-07,Friday,2024
IBD030216,"Witchcraft Suspect, Kwara",2024-07-12,2024-07-12,1,Witchcraft Suspect, Kwara,1,0,2024-07,Friday,2024
IBD030235,"Armed Robber, Cross River",2024-07-12,2024-07-12,1,Armed Robber, Cross River,1,0,2024-07,Friday,2024
IBD030277,"Hoodlums vs Vigilante, Lagos",2024-07-12,2024-07-12,1,Hoodlums vs Vigilante, Lagos,1,0,2024-07,Friday,2024
IBD030296,"Banditry, Zamfara",2024-07-12,2024-07-12,11,Banditry, Zamfara,11,0,2024-07,Friday,2024
IBD030178,"Missing Student, Enugu",2024-07-12,2024-07-12,1,Missing Student, Enugu,1,0,2024-07,Friday,2024
IBD030189,"Robbers Kill Security Guard, Akwa Ibom",2024-07-12,2024-07-12,1,Robbers Kill Security Guard, Akwa Ibom,1,0,2024-07,Friday,2024
IBD030439,"Cult Killing, Anambra",2024-07-12,2024-07-12,3,Cult Killing, Anambra,3,0,2024-07,Friday,2024
IBD030221,"Building Collapse, Plateau",2024-07-12,2024-07-12,19,Building Collapse, Plateau,19,0,2024-07,Friday,2024
IBD030255,Building Collapse FCT (Abuja),2024-07-12,2024-07-13,1,Building Collapse FCT (Abuja),FCT,1,1,2024-07,Friday,2024
IBD030232,"NAF VS Terrorists, Kaduna",2024-07-12,2024-07-12,20,NAF VS Terrorists, Kaduna,20,0,2024-07,Friday,2024
IBD030312,"Man vs Commercial Motorcyclist, Akwa Ibom",2024-07-11,2024-07-11,1,Man vs Commercial Motorcyclist, Akwa Ibom,1,0,2024-07,Thursday,2024
IBD030222,"Dead Corpse, Lagos",2024-07-11,2024-07-11,1,Dead Corpse, Lagos,1,0,2024-07,Thursday,2024
IBD030241,"Guardian vs Boy, Lagos",2024-07-11,2024-07-11,1,Guardian vs Boy, Lagos,1,0,2024-07,Thursday,2024
IBD030214,"Miners, Niger",2024-07-10,2024-07-10,12,Miners, Niger,12,0,2024-07,Wednesday,2024
IBD030434,"Cult Clash, Lagos",2024-07-10,2024-07-10,1,Cult Clash, Lagos,1,0,2024-07,Wednesday,2024
IBD030213,"Gunmen vs Vigilante, Rivers",2024-07-10,2024-07-10,1,Gunmen vs Vigilante, Rivers,1,0,2024-07,Wednesday,2024
IBD030212,"Assailants vs Student, Enugu",2024-07-10,2024-07-10,1,Assailants vs Student, Enugu,1,0,2024-07,Wednesday,2024
IBD030262,"Gunrunners vs Police, Plateau",2024-07-10,2024-07-10,1,Gunrunners vs Police, Plateau,1,0,2024-07,Wednesday,2024
IBD030217,"Bandits Kill Farmers, Kaduna",2024-07-10,2024-07-10,2,Bandits Kill Farmers, Kaduna,2,0,2024-07,Wednesday,2024
IBD030250,"Gunmen Attack, Benue",2024-07-10,2024-07-11,5,Gunmen Attack, Benue,5,1,2024-07,Wednesday,2024
IBD030324,"Man vs NDLEA Officer, Kano",2024-07-10,2024-07-10,1,Man vs NDLEA Officer, Kano,1,0,2024-07,Wednesday,2024
IBD030205,"Herdsmen vs Farmer, Delta",2024-07-09,2024-07-09,1,Herdsmen vs Farmer, Delta,1,0,2024-07,Tuesday,2024
IBD030209,"Herdsmen Attack, Benue",2024-07-09,2024-07-09,12,Herdsmen Attack, Benue,12,0,2024-07,Tuesday,2024
IBD030208,"Army vs Terrorist, Katsina",2024-07-09,2024-07-09,1,Army vs Terrorist, Katsina,1,0,2024-07,Tuesday,2024
IBD030330,"Ritual Killing, Osun",2024-07-09,2024-07-09,1,Ritual Killing, Osun,1,0,2024-07,Tuesday,2024
IBD030276,"Man vs Girlfriend, Lagos",2024-07-09,2024-07-09,1,Man vs Girlfriend, Lagos,1,0,2024-07,Tuesday,2024
IBD030303,"3 Men Kill Labourer, Kwara",2024-07-09,2024-07-09,1,3 Men Kill Labourer, Kwara,1,0,2024-07,Tuesday,2024
IBD030199,"Auto Crash, Anambra",2024-07-09,2024-07-09,5,Auto Crash, Anambra,5,0,2024-07,Tuesday,2024
IBD030206,"Man vs Mother, Delta",2024-07-09,2024-07-09,1,Man vs Mother, Delta,1,0,2024-07,Tuesday,2024
IBD030180,"Downpour Kills 4, Edo",2024-07-08,2024-07-08,4,Downpour Kills 4, Edo,4,0,2024-07,Monday,2024
IBD030201,"Police vs Kidnapper, Delta",2024-07-08,2024-07-08,1,Police vs Kidnapper, Delta,1,0,2024-07,Monday,2024
IBD030203,"Assailant vs Man, Edo",2024-07-08,2024-07-08,1,Assailant vs Man, Edo,1,0,2024-07,Monday,2024
IBD030242,"Soldiers vs Boko Haram, Borno",2024-07-08,2024-07-08,2,Soldiers vs Boko Haram, Borno,2,0,2024-07,Monday,2024
IBD030253,"Auto Crash, Ogun",2024-07-08,2024-07-08,2,Auto Crash, Ogun,2,0,2024-07,Monday,2024
IBD030198,"Banditry, Plateau",2024-07-08,2024-07-08,3,Banditry, Plateau,3,0,2024-07,Monday,2024
IBD030294,"Banditry, Zamfara",2024-07-08,2024-07-08,1,Banditry, Zamfara,1,0,2024-07,Monday,2024
IBD030191,"Auto Crash, Lagos",2024-07-08,2024-07-08,1,Auto Crash, Lagos,1,0,2024-07,Monday,2024
IBD030185,"Gunmen Kill 4, Imo",2024-07-08,2024-07-08,4,Gunmen Kill 4, Imo,4,0,2024-07,Monday,2024
IBD030207,"Army vs Kidnapper, Taraba",2024-07-08,2024-07-08,1,Army vs Kidnapper, Taraba,1,0,2024-07,Monday,2024
IBD030182,"Cult Killing, Akwa Ibom",2024-07-07,2024-07-07,1,Cult Killing, Akwa Ibom,1,0,2024-07,Sunday,2024
IBD030215,Vigilantes vs Bandits,2024-07-07,2024-07-07,2,Vigilantes vs Bandits,Unknown,2,0,2024-07,Sunday,2024
IBD030186,"Cult Killing, Anambra",2024-07-07,2024-07-07,1,Cult Killing, Anambra,1,0,2024-07,Sunday,2024
IBD030183,"Boat Mishap, Jigawa",2024-07-07,2024-07-07,2,Boat Mishap, Jigawa,2,0,2024-07,Sunday,2024
IBD030204,"Bandits Kill 2, Kaduna",2024-07-07,2024-07-07,3,Bandits Kill 2, Kaduna,3,0,2024-07,Sunday,2024
IBD030290,"Man vs Online Girlfriend, Oyo",2024-07-07,2024-07-07,1,Man vs Online Girlfriend, Oyo,1,0,2024-07,Sunday,2024
IBD030435,"Cult Clash, Lagos",2024-07-07,2024-07-07,9,Cult Clash, Lagos,9,0,2024-07,Sunday,2024
IBD030181,"Security Operatives vs Man, Abia",2024-07-07,2024-07-07,1,Security Operatives vs Man, Abia,1,0,2024-07,Sunday,2024
IBD030184,"Cult Killing, Anambra",2024-07-07,2024-07-07,1,Cult Killing, Anambra,1,0,2024-07,Sunday,2024
IBD030202,"Cult Clash, Oyo",2024-07-07,2024-07-07,1,Cult Clash, Oyo,1,0,2024-07,Sunday,2024
IBD030438,"Cult Clash, Rivers",2024-07-07,2024-07-07,7,Cult Clash, Rivers,7,0,2024-07,Sunday,2024
IBD030289,"IPOB/ESN vs Vigilante, Imo",2024-07-07,2024-07-07,4,IPOB/ESN vs Vigilante, Imo,4,0,2024-07,Sunday,2024
IBD030179,"Cult Killing, Lagos",2024-07-07,2024-07-07,2,Cult Killing, Lagos,2,0,2024-07,Sunday,2024
IBD030197,"Hoodlums vs Man, Edo",2024-07-07,2024-07-07,6,Hoodlums vs Man, Edo,6,0,2024-07,Sunday,2024
IBD030195,"Tractor Driver, Yobe",2024-07-07,2024-07-07,1,Tractor Driver, Yobe,1,0,2024-07,Sunday,2024
IBD030187,"Cult Killing, Imo",2024-07-07,2024-07-07,4,Cult Killing, Imo,4,0,2024-07,Sunday,2024
IBD030190,"Man kills Woman, Bauchi",2024-07-07,2024-07-07,1,Man kills Woman, Bauchi,1,0,2024-07,Sunday,2024
IBD030436,"Cult Killing, Lagos",2024-07-06,2024-07-06,3,Cult Killing, Lagos,3,0,2024-07,Saturday,2024
IBD030175,"Engine Roller Kill Worker, Ogun",2024-07-06,2024-07-06,1,Engine Roller Kill Worker, Ogun,1,0,2024-07,Saturday,2024
IBD030177,"Youths vs Kidnappers, Kwara",2024-07-06,2024-07-06,2,Youths vs Kidnappers, Kwara,2,0,2024-07,Saturday,2024
IBD030170,"Gas Explosion, Ogun",2024-07-06,2024-07-06,2,Gas Explosion, Ogun,2,0,2024-07,Saturday,2024
IBD030176,"Gunmen Kill 3, Benue",2024-07-06,2024-07-06,3,Gunmen Kill 3, Benue,3,0,2024-07,Saturday,2024
IBD030268,"Hoodlums vs Man, Lagos",2024-07-06,2024-07-06,1,Hoodlums vs Man, Lagos,1,0,2024-07,Saturday,2024
IBD030174,"Extra Judicial Killing, Ogun",2024-07-06,2024-07-06,1,Extra Judicial Killing, Ogun,1,0,2024-07,Saturday,2024
IBD030194,"Domestic Violence, FCT (Abuja)",2024-07-06,2024-07-06,1,Domestic Violence, FCT (Abuja),1,0,2024-07,Saturday,2024
IBD030167,"Robbers Kill Woman, Ekiti",2024-07-06,2024-07-06,1,Robbers Kill Woman, Ekiti,1,0,2024-07,Saturday,2024
IBD030171,"Boko Haram vs Army, Borno",2024-07-06,2024-07-06,11,Boko Haram vs Army, Borno,11,0,2024-07,Saturday,2024
IBD030192,"Banditry, Katsina",2024-07-06,2024-07-06,1,Banditry, Katsina,1,0,2024-07,Saturday,2024
IBD030218,"Huter vs Trader, Kwara",2024-07-05,2024-07-05,1,Huter vs Trader, Kwara,1,0,2024-07,Friday,2024
IBD030270,"Man vs Apprentice, Lagos",2024-07-05,2024-07-05,1,Man vs Apprentice, Lagos,1,0,2024-07,Friday,2024
IBD030173,"Police vs Kidnappers, Delta",2024-07-05,2024-07-05,1,Police vs Kidnappers, Delta,1,0,2024-07,Friday,2024
IBD030166,"Man vs Friend, Osun",2024-07-04,2024-07-04,2,Man vs Friend, Osun,2,0,2024-07,Thursday,2024
IBD030165,"Kidnappers vs Police, Lagos",2024-07-04,2024-07-04,9,Kidnappers vs Police, Lagos,9,0,2024-07,Thursday,2024
IBD030196,"Corpse Found, FCT (Abuja)",2024-07-04,2024-07-04,1,Corpse Found, FCT (Abuja),1,0,2024-07,Thursday,2024
IBD030155,"Cultists vs Final Year Student, Ogun",2024-07-04,2024-07-04,1,Cultists vs Final Year Student, Ogun,1,0,2024-07,Thursday,2024
IBD030292,"Robbers vs Man, Oyo",2024-07-04,2024-07-04,2,Robbers vs Man, Oyo,2,0,2024-07,Thursday,2024
IBD030200,"Bandits vs Army, Kaduna",2024-07-04,2024-07-04,5,Bandits vs Army, Kaduna,5,0,2024-07,Thursday,2024
IBD030162,"Building Collapse, Anambra",2024-07-04,2024-07-04,8,Building Collapse, Anambra,8,0,2024-07,Thursday,2024
IBD030159,"Student Stabs Colleague, Gombe",2024-07-03,2024-07-03,1,Student Stabs Colleague, Gombe,1,0,2024-07,Wednesday,2024
IBD030149,"Flooding, Lagos",2024-07-03,2024-07-03,1,Flooding, Lagos,1,0,2024-07,Wednesday,2024
IBD030144,"Man vs Father, Delta",2024-07-03,2024-07-03,1,Man vs Father, Delta,1,0,2024-07,Wednesday,2024
IBD030156,"Building Collapse, Lagos",2024-07-03,2024-07-03,1,Building Collapse, Lagos,1,0,2024-07,Wednesday,2024
IBD030164,"Assailants vs Ex-convict, Ogun",2024-07-03,2024-07-03,1,Assailants vs Ex-convict, Ogun,1,0,2024-07,Wednesday,2024
IBD030150,"Community Leader, Delta",2024-07-03,2024-07-03,1,Community Leader, Delta,1,0,2024-07,Wednesday,2024
IBD030145,"Auto Crash, Oyo",2024-07-03,2024-07-03,1,Auto Crash, Oyo,1,0,2024-07,Wednesday,2024
IBD030157,"Army vs Boko Haram, Borno",2024-07-03,2024-07-03,10,Army vs Boko Haram, Borno,10,0,2024-07,Wednesday,2024
IBD030940,"Assailant vs Lady, Ogun",2024-07-03,2024-07-03,1,Assailant vs Lady, Ogun,1,0,2024-07,Wednesday,2024
IBD030158,"Lightening, delta",2024-07-02,2024-07-02,2,Lightening, delta,2,0,2024-07,Tuesday,2024
IBD030147,"Farmers vs Herders, Jigawa",2024-07-02,2024-07-02,2,Farmers vs Herders, Jigawa,2,0,2024-07,Tuesday,2024
IBD030141,"Banditry, Kaduna",2024-07-02,2024-07-02,1,Banditry, Kaduna,1,0,2024-07,Tuesday,2024
IBD030224,"Domestic Violence, Kebbi",2024-07-02,2024-07-02,1,Domestic Violence, Kebbi,1,0,2024-07,Tuesday,2024
IBD030139,"Kidnap Victim, Kaduna",2024-07-02,2024-07-02,1,Kidnap Victim, Kaduna,1,0,2024-07,Tuesday,2024
IBD030135,"Bandits Kill Lecturer, Katsina",2024-07-02,2024-07-02,1,Bandits Kill Lecturer, Katsina,1,0,2024-07,Tuesday,2024
IBD030161,"Soldiers Kill 2 Terrorists, Kaduna",2024-07-02,2024-07-02,2,Soldiers Kill 2 Terrorists, Kaduna,2,0,2024-07,Tuesday,2024
IBD030153,"Fulani Herders Attack, Benue",2024-07-01,2024-07-01,2,Fulani Herders Attack, Benue,2,0,2024-07,Monday,2024
IBD030136,"Work-Related Violence, Oyo",2024-07-01,2024-07-01,1,Work-Related Violence, Oyo,1,0,2024-07,Monday,2024
IBD030143,"Cult Clash, Benue",2024-07-01,2024-07-01,9,Cult Clash, Benue,9,0,2024-07,Monday,2024
IBD030133,"Banditry, Kaduna",2024-07-01,2024-07-01,4,Banditry, Kaduna,4,0,2024-07,Monday,2024
IBD030134,"Auto Crash, Ogun",2024-07-01,2024-07-01,2,Auto Crash, Ogun,2,0,2024-07,Monday,2024
IBD030123,"Auto Crash, Kano",2024-07-01,2024-07-01,25,Auto Crash, Kano,25,0,2024-07,Monday,2024
IBD030154,"Gunmen Attack, Benue",2024-07-01,2024-07-01,1,Gunmen Attack, Benue,1,0,2024-07,Monday,2024
IBD030138,"Kidnap Victim, Katsina",2024-07-01,2024-07-01,5,Kidnap Victim, Katsina,5,0,2024-07,Monday,2024
IBD030152,"Gunmen Attack, Benue",2024-07-01,2024-07-01,3,Gunmen Attack, Benue,3,0,2024-07,Monday,2024
IBD030118,"Auto Crash, FCT (Abuja)",2024-06-30,2024-06-30,11,Auto Crash, FCT (Abuja),11,0,2024-06,Sunday,2024
IBD030114,"Boy Kill Friend, Niger",2024-06-30,2024-06-30,1,Boy Kill Friend, Niger,1,0,2024-06,Sunday,2024
IBD030146,"Police vs Kidnappers, Ogun",2024-06-30,2024-06-30,2,Police vs Kidnappers, Ogun,2,0,2024-06,Sunday,2024
IBD030113,"Bandits vs Policemen, Katsina",2024-06-30,2024-06-30,5,Bandits vs Policemen, Katsina,5,0,2024-06,Sunday,2024
IBD031964,"Farmer vs Herder, Adamawa",2024-06-30,2024-06-30,1,Farmer vs Herder, Adamawa,1,0,2024-06,Sunday,2024
IBD030129,"Auto Crash, Ogun",2024-06-30,2024-06-30,1,Auto Crash, Ogun,1,0,2024-06,Sunday,2024
IBD030119,"Flooding, Yobe",2024-06-30,2024-06-30,3,Flooding, Yobe,3,0,2024-06,Sunday,2024
IBD030127,"Police vs Bandits, Benue",2024-06-30,2024-06-30,2,Police vs Bandits, Benue,2,0,2024-06,Sunday,2024
IBD030115,"Auto Crash, Niger",2024-06-30,2024-06-30,2,Auto Crash, Niger,2,0,2024-06,Sunday,2024
IBD030116,"Police vs Kidnappers, Akwa Ibom",2024-06-30,2024-06-30,2,Police vs Kidnappers, Akwa Ibom,2,0,2024-06,Sunday,2024
IBD030137,"Auto Crash, Borno",2024-06-30,2024-06-30,1,Auto Crash, Borno,1,0,2024-06,Sunday,2024
IBD030121,"Banditry, FCT (Abuja)",2024-06-30,2024-06-30,1,Banditry, FCT (Abuja),1,0,2024-06,Sunday,2024
IBD030111,"Drug Addict, Oyo",2024-06-29,2024-06-29,1,Drug Addict, Oyo,1,0,2024-06,Saturday,2024
IBD030117,"Farmers vs Herders, Jigawa",2024-06-29,2024-06-29,8,Farmers vs Herders, Jigawa,8,0,2024-06,Saturday,2024
IBD030122,"NAF vs Terrorists, Niger",2024-06-29,2024-06-29,10,NAF vs Terrorists, Niger,10,0,2024-06,Saturday,2024
IBD030108,"Boko Haram Suicide Attacks, Borno",2024-06-29,2024-06-29,32,Boko Haram Suicide Attacks, Borno,32,0,2024-06,Saturday,2024
IBD030109,"Auto Crash, Lagos",2024-06-29,2024-06-29,1,Auto Crash, Lagos,1,0,2024-06,Saturday,2024
IBD030120,"NAF vs Terrorists, Niger",2024-06-29,2024-06-29,40,NAF vs Terrorists, Niger,40,0,2024-06,Saturday,2024
IBD030112,"Corpse Found, Lagos",2024-06-29,2024-06-29,1,Corpse Found, Lagos,1,0,2024-06,Saturday,2024
IBD030110,"Hoodlums Attack, Kano",2024-06-29,2024-06-29,2,Hoodlums Attack, Kano,2,0,2024-06,Saturday,2024
IBD030172,"Woman Murdered, Ogun",2024-06-29,2024-06-29,1,Woman Murdered, Ogun,1,0,2024-06,Saturday,2024
IBD030105,"Electrocution, Enugu",2024-06-28,2024-06-28,1,Electrocution, Enugu,1,0,2024-06,Friday,2024
IBD030283,"DSS vs Kidnapper, Kaduna",2024-06-28,2024-06-28,1,DSS vs Kidnapper, Kaduna,1,0,2024-06,Friday,2024
IBD030126,"Security Operatives Kill Herder, Plateau",2024-06-28,2024-06-28,1,Security Operatives Kill Herder, Plateau,1,0,2024-06,Friday,2024
IBD029930,"Gunmen vs Policemen, Abia",2024-06-28,2024-06-28,2,Gunmen vs Policemen, Abia,2,0,2024-06,Friday,2024
IBD030131,"Banditry, Katsina",2024-06-28,2024-06-28,11,Banditry, Katsina,11,0,2024-06,Friday,2024
IBD030102,"Auto Crash, Kano",2024-06-28,2024-06-28,14,Auto Crash, Kano,14,0,2024-06,Friday,2024
IBD030107,"Building Collapse, Kano",2024-06-27,2024-06-27,7,Building Collapse, Kano,7,0,2024-06,Thursday,2024
IBD030101,"Troops Kill Terrorists, Sokoto",2024-06-27,2024-06-27,5,Troops Kill Terrorists, Sokoto,5,0,2024-06,Thursday,2024
IBD030106,"Gunmen Attack, Taraba",2024-06-27,2024-06-27,3,Gunmen Attack, Taraba,3,0,2024-06,Thursday,2024
IBD030104,"Gunmen vs Traders, Imo",2024-06-27,2024-06-27,6,Gunmen vs Traders, Imo,6,0,2024-06,Thursday,2024
IBD030287,"Mob kill Mentally Challenged Man, Oyo",2024-06-27,2024-06-27,1,Mob kill Mentally Challenged Man, Oyo,1,0,2024-06,Thursday,2024
IBD030128,"Electrocution, Ogun",2024-06-27,2024-06-27,1,Electrocution, Ogun,1,0,2024-06,Thursday,2024
IBD030125,"Farmers vs Herders, Ogun",2024-06-27,2024-06-27,1,Farmers vs Herders, Ogun,1,0,2024-06,Thursday,2024
IBD030098,"Police vs Gunmen, Ebonyi",2024-06-26,2024-06-26,5,Police vs Gunmen, Ebonyi,5,0,2024-06,Wednesday,2024
IBD030099,"Ritual Killing, Ogun",2024-06-26,2024-06-26,1,Ritual Killing, Ogun,1,0,2024-06,Wednesday,2024
IBD030211,"Ex-boyfriend vs Lady, Kano",2024-06-26,2024-06-26,1,Ex-boyfriend vs Lady, Kano,1,0,2024-06,Wednesday,2024
IBD030089,"Explosion, Rivers",2024-06-25,2024-06-25,1,Explosion, Rivers,1,0,2024-06,Tuesday,2024
IBD030091,"Students Drown, Kaduna",2024-06-25,2024-06-25,7,Students Drown, Kaduna,7,0,2024-06,Tuesday,2024
IBD030094,"Bandits vs Vigilantes, Kaduna",2024-06-25,2024-06-25,3,Bandits vs Vigilantes, Kaduna,3,0,2024-06,Tuesday,2024
IBD030103,"Assailants Kill 2, Bauchi",2024-06-25,2024-06-25,2,Assailants Kill 2, Bauchi,2,0,2024-06,Tuesday,2024
IBD030096,"Wife vs Husband, Yobe",2024-06-25,2024-06-25,1,Wife vs Husband, Yobe,1,0,2024-06,Tuesday,2024
IBD030085,"Rape Victim, Ebonyi",2024-06-25,2024-06-25,1,Rape Victim, Ebonyi,1,0,2024-06,Tuesday,2024
IBD030084,"Communal Clash, Nasarawa",2024-06-25,2024-06-25,6,Communal Clash, Nasarawa,6,0,2024-06,Tuesday,2024
IBD030076,"Bandits Kill Lecture, Zamfara",2024-06-24,2024-06-24,1,Bandits Kill Lecture, Zamfara,1,0,2024-06,Monday,2024
IBD030077,"Flood Incident, Ogun",2024-06-24,2024-06-24,1,Flood Incident, Ogun,1,0,2024-06,Monday,2024
IBD029957,"Auto Crash, Abia",2024-06-24,2024-06-24,1,Auto Crash, Abia,1,0,2024-06,Monday,2024
IBD030092,"Mining Pit Collapse, Bauchi",2024-06-24,2024-06-24,1,Mining Pit Collapse, Bauchi,1,0,2024-06,Monday,2024
IBD030093,"Auto Crash, Ogun",2024-06-24,2024-06-24,7,Auto Crash, Ogun,7,0,2024-06,Monday,2024
IBD030083,"Auto Crash, Abia",2024-06-24,2024-06-24,7,Auto Crash, Abia,7,0,2024-06,Monday,2024
IBD030376,"Kidnap Victim, Edo",2024-06-24,2024-06-24,1,Kidnap Victim, Edo,1,0,2024-06,Monday,2024
IBD030095,"Auto Crash, Ogun",2024-06-24,2024-06-24,2,Auto Crash, Ogun,2,0,2024-06,Monday,2024
IBD030140,"Siblings Kill Man, Oyo",2024-06-23,2024-06-23,1,Siblings Kill Man, Oyo,1,0,2024-06,Sunday,2024
IBD030073,"Naval School Student, Kaduna",2024-06-23,2024-06-23,1,Naval School Student, Kaduna,1,0,2024-06,Sunday,2024
IBD030097,"Police vs Fun-seeker, Enugu",2024-06-23,2024-06-23,1,Police vs Fun-seeker, Enugu,1,0,2024-06,Sunday,2024
IBD030078,"Electrocution, Lagos",2024-06-23,2024-06-23,1,Electrocution, Lagos,1,0,2024-06,Sunday,2024
IBD030100,"Communal Clash, Osun",2024-06-23,2024-06-23,1,Communal Clash, Osun,1,0,2024-06,Sunday,2024
IBD030081,"Banditary, Kaduna",2024-06-23,2024-06-23,5,Banditary, Kaduna,5,0,2024-06,Sunday,2024
IBD030080,"Gunmen Kill 6, Benue",2024-06-23,2024-06-23,3,Gunmen Kill 6, Benue,3,0,2024-06,Sunday,2024
IBD030067,"Armed Robbery, FCT (Abuja)",2024-06-22,2024-06-22,1,Armed Robbery, FCT (Abuja),1,0,2024-06,Saturday,2024
IBD030071,"Banditry, Katsina",2024-06-22,2024-06-22,8,Banditry, Katsina,8,0,2024-06,Saturday,2024
IBD030063,"Naval Officer vs Police Inspector, Lagos",2024-06-22,2024-06-22,1,Naval Officer vs Police Inspector, Lagos,1,0,2024-06,Saturday,2024
IBD030068,"Electrocution, Benue",2024-06-22,2024-06-22,1,Electrocution, Benue,1,0,2024-06,Saturday,2024
IBD030075,"Police vs Kidnapper, Akwa Ibom",2024-06-22,2024-06-22,1,Police vs Kidnapper, Akwa Ibom,1,0,2024-06,Saturday,2024
IBD030160,"Extra-Judicial Killing, FCT (Abuja)",2024-06-21,2024-06-21,1,Extra-Judicial Killing, FCT (Abuja),1,0,2024-06,Friday,2024
IBD030060,"Army vs Bandit, Kaduna",2024-06-21,2024-06-21,30,Army vs Bandit, Kaduna,30,0,2024-06,Friday,2024
IBD030072,"Assailants vs Man, Lagos",2024-06-21,2024-06-21,1,Assailants vs Man, Lagos,1,0,2024-06,Friday,2024
IBD030528,"Police vs Man, Lagos",2024-06-21,2024-06-21,1,Police vs Man, Lagos,1,0,2024-06,Friday,2024
IBD030069,"Cult Killing, Edo",2024-06-20,2024-06-20,1,Cult Killing, Edo,1,0,2024-06,Thursday,2024
IBD030070,"Boat Mishap, Niger",2024-06-20,2024-06-20,2,Boat Mishap, Niger,2,0,2024-06,Thursday,2024
IBD030049,"Gunmen Kill Man, Ekiti",2024-06-20,2024-06-20,1,Gunmen Kill Man, Ekiti,1,0,2024-06,Thursday,2024
